fileIndex,dateIndex,parentFolder,file,uniqueFile,pntsPerLine,numLines,delx,delt,Total Dur (s),Line Length (um),meanInt,minInt,maxInt,rangeInt,signMeanVel,posNegVel,minVel,maxVel,rangeVel,meanVel,medianVel,stdVel,meanVelNoZero,nTotal,nNonNan,nNanTan,nNanOutliers,nNanFinal,percentNanFinal,percentGoodFinal,nZero,Surgery Type,Genotype,Sex,Age,Order,Direction,Depth,declanFile
63,2,20230112,20230112_A7_0004.tif,20230112/20230112_A7_0004.tif,14,30000,0.625,0.00112196666666667,33.659,8.75,26.686580952381,1,141,140,1,0,0.802995136829272,1.59516784028387,0.792172703454595,1.18141506470688,1.19461376628997,0.148634232373081,1.17891889441898,7497,7308,16,173,189,2.52,97.48,0,craniotomy,wt,female,young,3,Towards,257.6,20230112_A7_0004.tif
64,3,20230112,20230112_A7_0005.tif,20230112/20230112_A7_0005.tif,15,30000,0.71,0.00112596666666667,33.779,10.65,34.62702,0,149,149,1,0,1.23756191027738,2.27375939893444,1.03619748865706,1.73165512685421,1.70923284818477,0.219523126625698,1.729794202015,7497,7363,20,114,134,1.79,98.21,0,craniotomy,wt,female,young,3,Towards,296.6,20230112_A7_0005.tif
65,4,20230112,20230112_A7_0006.tif,20230112/20230112_A7_0006.tif,13,30000,0.552,0.00112196666666667,33.659,7.176,38.5226025641026,1,149,148,-1,0,0.860809611414978,2.47341697583422,1.61260736441924,1.63792238297314,1.60923733212803,0.346666493800991,1.63807725770784,7497,7319,52,126,178,2.37,97.63,0,craniotomy,wt,female,young,1,Away,398.4,20230112_A7_0006.tif
66,5,20230112,20230112_A7_0007.tif,20230112/20230112_A7_0007.tif,15,30000,0.552,0.00112596666666667,33.779,8.28,24.4716688888889,0,122,122,-1,0,0.849129973455124,2.08199785457304,1.23286788111791,1.42773196651034,1.42377607786825,0.209257499104647,1.42605938930722,7497,7192,20,285,305,4.07,95.93,0,craniotomy,wt,female,young,2,Away,402.6,20230112_A7_0007.tif
67,6,20230112,20230112_A7_0008.tif,20230112/20230112_A7_0008.tif,12,30000,0.759,0.00111796666666667,33.539,9.108,32.6760361111111,1,147,146,1,0,0.19788454527491,2.49021714927643,2.29233260400152,1.51569968850366,1.50712679678634,0.269674082680962,1.52932408377763,7497,6757,78,662,740,9.87,90.13,0,craniotomy,wt,female,young,4,Away,308.2,20230112_A7_0008.tif
68,7,20230112,20230112_A7_0011.tif,20230112/20230112_A7_0011.tif,21,30000,0.526,0.00113796666666667,34.139,11.046,35.9579825396825,1,149,148,1,0,0,1.22002982011157,1.22002982011157,0.561640267107267,0.594300233803307,0.180826163600504,0.61159133111154,7497,7218,159,120,279,3.72,96.28,467,craniotomy,wt,female,young,4,Towards,343.6,20230112_A7_0011.tif
69,8,20230112,20230112_A7_0012.tif,20230112/20230112_A7_0012.tif,25,30000,0.404,0.00114596666666667,34.379,10.1,37.1274453333333,0,149,149,1,0,0.773580172248182,2.29049432585384,1.51691415360566,1.48487476488332,1.44071531719122,0.240326436469927,1.48458090311475,7497,7203,157,137,294,3.92,96.08,0,craniotomy,wt,female,young,1,Towards,407,20230112_A7_0012.tif
70,9,20230112,20230112_A7_0013.tif,20230112/20230112_A7_0013.tif,20,30000,0.487,0.00113396666666667,34.019,9.74,29.4877966666667,0,147,147,1,0,0.363569710184451,1.16411822459164,0.800548514407188,0.749540551064617,0.743856735899976,0.100727854626112,0.74933610034681,7497,7261,129,107,236,3.15,96.85,0,craniotomy,wt,female,young,2,Towards,404,20230112_A7_0013.tif
71,10,20230112,20230112_A7_0014.tif,20230112/20230112_A7_0014.tif,18,30000,0.552,0.00112996666666667,33.899,9.936,24.5503296296296,0,137,137,-1,0,0.424655251725323,1.27261202133778,0.847956769612456,0.86392150393791,0.854715204301505,0.135264252040812,0.865650318061671,7497,7185,25,287,312,4.16,95.84,0,craniotomy,wt,female,young,3,Away,386,20230112_A7_0014.tif
72,0,20230117,20230117_A8_0002.tif,20230117/20230117_A8_0002.tif,14,30000,0.865,0.00112196666666667,33.659,12.11,38.8699428571429,3,120,117,-1,0,0,1.93244566743219,1.93244566743219,0.670023961346628,0,0.734982064334804,1.48518011362112,7497,7486,26,-15,11,0.15,99.85,4048,craniotomy,wt,female,young,2,Away,296,20230117_A8_0002.tif
73,1,20230117,20230117_A8_0003.tif,20230117/20230117_A8_0003.tif,18,30000,0.471,0.00112996666666667,33.899,8.478,22.0322796296296,0,87,87,1,0,1.26406599980652,2.55941041554653,1.29534441574001,1.8836886426821,1.80547373384569,0.264934768351355,1.8836886426821,7497,7079,89,329,418,5.58,94.42,0,craniotomy,wt,female,young,3,Towards,340,20230117_A8_0003.tif
74,2,20230117,20230117_A8_0004.tif,20230117/20230117_A8_0004.tif,12,30000,0.904,0.00111796666666667,33.539,10.848,22.9136805555556,1,71,70,-1,0,0.429946026615561,1.9283180588295,1.49837203221394,1.36920784460711,1.37274885345787,0.186810348726867,1.3864724829799,7497,6952,18,527,545,7.27,92.73,0,craniotomy,wt,female,young,1,Away,293.4,20230117_A8_0004.tif
75,3,20230117,20230117_A8_0005.tif,20230117/20230117_A8_0005.tif,19,30000,0.829,0.00113396666666667,34.019,15.751,17.9761298245614,0,63,63,1,0,0,1.30540522695642,1.30540522695642,0.658288864552979,0.743934150422315,0.276236262706097,0.770215103571626,7497,7343,16,138,154,2.05,97.95,778,craniotomy,wt,female,young,2,Towards,286.2,20230117_A8_0005.tif
76,4,20230117,20230117_A8_0006.tif,20230117/20230117_A8_0006.tif,11,30000,0.965,0.00111796666666667,33.539,10.615,17.6681060606061,1,77,76,-1,0,0,2.08388689676798,2.08388689676798,0.783722086995364,0,0.824585204545186,1.65789583185582,7497,7496,2,-1,1,0.01,99.99,3895,craniotomy,wt,female,young,3,Away,310.4,20230117_A8_0006.tif
77,5,20230117,20230117_A8_0007.tif,20230117/20230117_A8_0007.tif,20,30000,0.543,0.00113396666666667,34.019,10.86,21.4045733333333,1,80,79,1,0,0.635455484999455,1.28074264781645,0.645287162816999,0.954071863205993,0.960424625871996,0.127206681624217,0.953045295994349,7497,7269,0,228,228,3.04,96.96,0,craniotomy,wt,female,young,4,Towards,415.6,20230117_A8_0007.tif
78,6,20230117,20230117_A8_0008.tif,20230117/20230117_A8_0008.tif,17,30000,0.802,0.00112996666666667,33.899,13.634,22.3671882352941,0,83,83,-1,0,0,0.816480246548202,0.816480246548202,0.504984205032103,0.529999532489936,0.151219152646608,0.528871310851149,7497,7073,1,423,424,5.66,94.34,2,craniotomy,wt,female,young,1,Away,516.6,20230117_A8_0008.tif
79,7,20230117,20230117_A8_0009.tif,20230117/20230117_A8_0009.tif,22,30000,0.33,0.00113796666666667,34.139,7.26,17.4072742424242,0,79,79,1,0,1.88410125736793,3.15594839506228,1.27184713769434,2.53231982583993,2.54521763475827,0.1849655723222,2.54060126843863,7497,7303,59,135,194,2.59,97.41,0,craniotomy,wt,female,young,4,Towards,286.4,20230117_A8_0009.tif
80,8,20230117,20230117_A8_0011.tif,20230117/20230117_A8_0011.tif,14,30000,0.552,0.00112196666666667,33.659,7.728,16.5742119047619,0,73,73,-1,0,0.0669573394479921,1.06721580764332,1.00025846819532,0.585531729156197,0.576050055403418,0.11994550360326,0.586272181836859,7497,7042,172,283,455,6.07,93.93,0,craniotomy,wt,female,young,2,Away,57.8,20230117_A8_0011.tif
81,9,20230117,20230117_A8_0012.tif,20230117/20230117_A8_0012.tif,15,30000,0.829,0.00112596666666667,33.779,12.435,25.5266933333333,0,117,117,1,0,0.113320675945349,1.54359333637239,1.43027266042704,0.853564784686403,0.854467444374671,0.157291776056248,0.855460624257826,7497,6939,153,405,558,7.44,92.56,0,craniotomy,wt,female,young,2,Towards,219.6,20230117_A8_0012.tif
82,10,20230117,20230117_A8_0013.tif,20230117/20230117_A8_0013.tif,19,30000,0.413,0.00113396666666667,34.019,7.847,39.784901754386,1,149,148,-1,0,0,1.60956880433829,1.60956880433829,0.714620478645232,0.755081824091199,0.268622486444044,0.791366961586321,7497,6495,775,227,1002,13.37,86.63,548,craniotomy,wt,female,young,3,Away,215.2,20230117_A8_0013.tif
83,11,20230117,20230117_A8_0014.tif,20230117/20230117_A8_0014.tif,18,30000,0.49,0.00112996666666667,33.899,8.82,19.886787037037,0,110,110,1,0,0,0.909147494220955,0.909147494220955,0.221271972780663,0.126394857308932,0.237570583991787,0.430673716857317,7497,7191,138,168,306,4.08,95.92,3379,craniotomy,wt,female,young,4,Away,186.6,20230117_A8_0014.tif
84,0,20230119,20230119_A9_0001.tif,20230119/20230119_A9_0001.tif,18,30000,0.552,0.00112996666666667,33.899,9.936,12.5530685185185,1,71,70,-1,0,1.11022339523366,1.67600183316549,0.565778437931828,1.38375863363149,1.37950964292602,0.10064221478543,1.38155560563815,7497,7283,21,193,214,2.85,97.15,0,craniotomy,wt,female,young,1,Away,47.8,20230119_A9_0001.tif
85,1,20230119,20230119_A9_0002.tif,20230119/20230119_A9_0002.tif,11,30000,0.552,0.00111796666666667,33.539,6.072,14.5628454545455,1,66,65,1,0,0.990316394906508,1.69399165575828,0.703675260851771,1.33258862143081,1.33837753572218,0.134006057573228,1.33335472251238,7497,7268,8,221,229,3.05,96.95,0,craniotomy,wt,female,young,2,Towards,47.8,20230119_A9_0002.tif
86,2,20230119,20230119_A9_0003.tif,20230119/20230119_A9_0003.tif,19,30000,0.26,0.00113396666666667,34.019,4.94,26.9673771929825,1,88,87,1,0,1.48967970078876,2.09357393186917,0.603894231080416,1.80177543472761,1.80231663514003,0.104898657536824,1.80655780583831,7497,7264,240,-7,233,3.11,96.89,0,craniotomy,wt,female,young,1,Towards,70.8,20230119_A9_0003.tif
87,3,20230119,20230119_A9_0004.tif,20230119/20230119_A9_0004.tif,24,30000,0.278,0.00114196666666667,34.259,6.672,22.9717611111111,1,90,89,-1,0,0,1.84910795119904,1.84910795119904,1.3611597856677,1.34623906692884,0.120934306111104,1.36180284027653,7497,7044,101,352,453,6.04,93.96,1,craniotomy,wt,female,young,2,Away,74,20230119_A9_0004.tif
88,4,20230119,20230119_A9_0005.tif,20230119/20230119_A9_0005.tif,20,30000,0.278,0.00113396666666667,34.019,5.56,24.2991933333333,1,87,86,1,0,0.869261571620217,1.64038458001609,0.771123008395869,1.1994175825409,1.15337355927718,0.13736522000659,1.1994175825409,7497,7231,57,209,266,3.55,96.45,0,craniotomy,wt,female,young,3,Towards,74,20230119_A9_0005.tif
89,5,20230119,20230119_A9_0006.tif,20230119/20230119_A9_0006.tif,17,30000,0.44,0.00112996666666667,33.899,7.48,22.4117,1,77,76,-1,0,0.895540329317048,1.79343089311091,0.897890563793864,1.35203253113745,1.35797134601906,0.137963407410724,1.35203151396543,7497,7314,37,146,183,2.44,97.56,0,craniotomy,wt,female,young,4,Away,70.4,20230119_A9_0006.tif
90,6,20230119,20230119_A9_0007.tif,20230119/20230119_A9_0007.tif,23,30000,0.257,0.00114196666666667,34.259,5.911,17.5767913043478,1,89,88,-1,0,0.618320759625066,2.05492009266314,1.43659933303808,1.40120566871818,1.30971589937898,0.231811264087354,1.402373156012,7497,7028,149,320,469,6.26,93.74,0,craniotomy,wt,female,young,3,Away,242,20230119_A9_0007.tif
91,7,20230119,20230119_A9_0009.tif,20230119/20230119_A9_0009.tif,19,30000,0.413,0.00113396666666667,34.019,7.847,26.3356631578947,1,100,99,1,0,0.0707949096156951,0.868538063252689,0.797743153636994,0.481144297163555,0.48773397899705,0.0767864114629366,0.483272195820833,7497,7028,110,359,469,6.26,93.74,0,craniotomy,wt,female,young,1,Towards,51.6,20230119_A9_0009.tif
92,8,20230119,20230119_A9_0010.tif,20230119/20230119_A9_0010.tif,19,30000,0.434,0.00113396666666667,34.019,8.246,25.7278315789474,1,95,94,-1,0,0,1.80059037671329,1.80059037671329,1.1254537245122,1.14385132469833,0.205952482227115,1.1391340236197,7497,6471,71,955,1026,13.69,86.31,1,craniotomy,wt,female,young,2,Away,78.8,20230119_A9_0010.tif
93,9,20230119,20230119_A9_0011.tif,20230119/20230119_A9_0011.tif,18,30000,0.434,0.00112996666666667,33.899,7.812,21.9963722222222,1,93,92,-1,0,0.210714670104699,1.06975732752623,0.859042657421529,0.67104782119395,0.665249757059111,0.125626074003308,0.671676464853009,7497,7064,13,420,433,5.78,94.22,0,craniotomy,wt,female,young,3,Towards,93.4,20230119_A9_0011.tif
94,10,20230119,20230119_A9_0012.tif,20230119/20230119_A9_0012.tif,14,30000,0.434,0.00112196666666667,33.659,6.076,17.9450047619048,1,95,94,-1,0,0.820177371374339,1.58080597513804,0.760628603763699,1.21000529718947,1.20842771463057,0.108452195179878,1.21183944673911,7497,7210,8,279,287,3.83,96.17,0,craniotomy,wt,female,young,4,Away,95,20230119_A9_0012.tif
95,11,20230119,20230119_A9_0013.tif,20230119/20230119_A9_0013.tif,16,30000,0.474,0.00112596666666667,33.779,7.584,28.7779041666667,1,129,128,1,0,0.519856643652223,1.8604268169944,1.34057017334218,1.26045386438963,1.27663657643844,0.200590673536689,1.2743605859077,7497,6924,162,411,573,7.64,92.36,0,craniotomy,wt,female,young,4,Away,229,20230119_A9_0013.tif
96,0,20230124,20230124_A10_0001.tif,20230124/20230124_A10_0001.tif,22,30000,0.274,0.00113796666666667,34.139,6.028,21.2968924242424,0,73,73,-1,0,1.66063309251066,2.39119165960979,0.730558567099132,2.04188537183702,2.03434281418125,0.152305902983605,2.04188537183702,7497,7205,49,243,292,3.89,96.11,0,craniotomy,wt,female,young,1,Away,201.6,20230124_A10_0001.tif
97,1,20230124,20230124_A10_0002.tif,20230124/20230124_A10_0002.tif,22,30000,0.274,0.00113796666666667,34.139,6.028,20.8865409090909,0,67,67,-1,0,0,2.39119165960979,2.39119165960979,2.14093381427117,2.1133019149205,0.119003875865557,2.14093381427117,7497,7302,62,133,195,2.6,97.4,1,craniotomy,wt,female,young,2,Away,197.2,20230124_A10_0002.tif
98,2,20230124,20230124_A10_0003.tif,20230124/20230124_A10_0003.tif,25,30000,0.274,0.00114596666666667,34.379,6.85,20.8551266666667,0,66,66,-1,0,0.543394835939885,1.17521134400085,0.631816508060968,0.863215251355152,0.862164764595084,0.0909527777240738,0.863215132684302,7497,7292,75,130,205,2.73,97.27,0,craniotomy,wt,female,young,3,Away,201.6,20230124_A10_0003.tif
99,3,20230124,20230124_A10_0004.tif,20230124/20230124_A10_0004.tif,24,30000,0.274,0.00114196666666667,34.259,6.576,19.2347347222222,0,83,83,1,0,0.927767349895432,1.76302337448973,0.835256024594301,1.32311925321108,1.32686872064209,0.142372159584026,1.32311925321108,7497,7122,3,372,375,5,95,0,craniotomy,wt,female,young,4,Away,251.2,20230124_A10_0004.tif
100,4,20230124,20230124_A10_0005.tif,20230124/20230124_A10_0005.tif,19,30000,0.387,0.00113396666666667,34.019,7.353,29.8612157894737,0,100,100,-1,0,1.03496378086954,1.98613186951846,0.95116808864892,1.50986790078647,1.5082400176245,0.150692075956571,1.511319321069,7497,7078,14,405,419,5.59,94.41,0,craniotomy,wt,female,young,1,Away,372.2,20230124_A10_0005.tif
101,5,20230124,20230124_A10_0006.tif,20230124/20230124_A10_0006.tif,19,30000,0.387,0.00113396666666667,34.019,7.353,25.1266894736842,0,96,96,-1,0,0.421445544765336,0.963744630995187,0.542299086229852,0.708817043695801,0.707546406593932,0.0699691781979398,0.708582469514492,7497,7201,7,289,296,3.95,96.05,0,craniotomy,wt,female,young,2,Away,371.6,20230124_A10_0006.tif
102,6,20230124,20230124_A10_0007.tif,20230124/20230124_A10_0007.tif,14,30000,0.387,0.00112196666666667,33.659,5.418,29.449580952381,0,86,86,-1,0,0,2.11794983223138,2.11794983223138,0.824525534429115,1.03088720453504,0.57560340040003,1.2205007498793,7497,6711,987,-201,786,10.48,89.52,1889,craniotomy,wt,female,young,3,Away,396.4,20230124_A10_0007.tif
103,7,20230124,20230124_A10_0008.tif,20230124/20230124_A10_0008.tif,18,30000,0.387,0.00112996666666667,33.899,6.966,30.513662962963,1,110,109,1,0,1.94234584872007,2.89366632394256,0.951320475222489,2.45662436991288,2.43692859603176,0.162946660250879,2.45662436991288,7497,7183,63,251,314,4.19,95.81,0,craniotomy,wt,female,young,4,Away,464.6,20230124_A10_0008.tif
104,8,20230124,20230124_A10_0009.tif,20230124/20230124_A10_0009.tif,16,30000,0.387,0.00112596666666667,33.779,6.192,31.57174375,1,100,99,1,0,0.99819083720111,2.44558579226385,1.44739495506274,1.74854270392686,1.81034463746954,0.268740394738359,1.75050837425704,7497,7304,35,158,193,2.57,97.43,0,craniotomy,wt,female,young,4,Away,453.2,20230124_A10_0009.tif
105,9,20230124,20230124_A10_0011.tif,20230124/20230124_A10_0011.tif,12,30000,0.71,0.00111796666666667,33.539,8.52,33.5073444444444,0,115,115,-1,0,1.0569531880517,2.25182930786613,1.19487611981443,1.73437103008666,1.7448722094989,0.150123166933714,1.73382964002991,7497,7327,39,131,170,2.27,97.73,0,craniotomy,wt,female,young,1,Away,215.8,20230124_A10_0011.tif
106,10,20230124,20230124_A10_0012.tif,20230124/20230124_A10_0012.tif,14,30000,0.71,0.00112196666666667,33.659,9.94,32.9573357142857,0,119,119,-1,0,0,3.33314512341933,3.33314512341933,2.03955783382492,2.03800500371979,0.256351146492658,2.04229927591593,7497,6524,62,911,973,12.98,87.02,2,craniotomy,wt,female,young,2,Away,208,20230124_A10_0012.tif
107,11,20230124,20230124_A10_0013.tif,20230124/20230124_A10_0013.tif,17,30000,0.71,0.00112996666666667,33.899,12.07,37.5457882352941,0,98,98,-1,0,0,1.61576622124604,1.61576622124604,0.835320330703533,0.940372953325317,0.361465352601679,0.975771923531456,7497,7384,49,64,113,1.51,98.49,883,craniotomy,wt,female,young,3,Away,212.2,20230124_A10_0013.tif
108,12,20230124,20230124_A10_0014.tif,20230124/20230124_A10_0014.tif,15,30000,0.71,0.00112596666666667,33.779,10.65,24.3939222222222,1,86,85,1,0,1.11452744444695,1.99991027828936,0.885382833842413,1.5652323000209,1.52232892858128,0.195083770049496,1.56612893914238,7497,7314,0,183,183,2.44,97.56,0,craniotomy,wt,female,young,4,Away,261,20230124_A10_0014.tif
109,0,20230125,20230125_A11_0002.tif,20230125/20230125_A11_0002.tif,17,30000,0.45,0.00112996666666667,33.899,7.65,23.9484058823529,1,84,83,-1,0,0,1.75997567190251,1.75997567190251,0.73504351658755,1.12460025238534,0.619986573452511,1.26743460372534,7497,7438,70,-11,59,0.79,99.21,2955,craniotomy,wt,female,young,1,Away,97,
110,1,20230125,20230125_A11_0003.tif,20230125/20230125_A11_0003.tif,14,30000,0.45,0.00112196666666667,33.659,6.3,25.1031952380952,1,68,67,-1,0,0,1.60864976983077,1.60864976983077,1.08668471109156,1.08717879990556,0.144081109715429,1.08567908273849,7497,7175,41,281,322,4.3,95.7,1,craniotomy,wt,female,young,2,Away,105.8,
111,2,20230125,20230125_A11_0004.tif,20230125/20230125_A11_0004.tif,16,30000,0.45,0.00112596666666667,33.779,7.2,29.8220625,0,73,73,-1,0,1.80273438525231,3.14155749075698,1.33882310550467,2.69662529857274,2.67416469455238,0.147769035153005,2.70732521130204,7497,7284,110,103,213,2.84,97.16,0,craniotomy,wt,female,young,3,Away,115.6,
112,3,20230125,20230125_A11_0005.tif,20230125/20230125_A11_0005.tif,22,30000,0.414,0.00113796666666667,34.139,9.108,32.1496909090909,0,97,97,-1,0,1.67559247967964,3.32189608518326,1.64630360550362,2.39256361645529,2.36369066833432,0.321662963046073,2.38881363384517,7497,7311,85,101,186,2.48,97.52,0,craniotomy,wt,female,young,2,Away,130.8,
113,4,20230125,20230125_A11_0006.tif,20230125/20230125_A11_0006.tif,15,30000,0.429,0.00112596666666667,33.779,6.435,28.1402444444444,1,101,100,-1,0,0.305789604221945,1.35094519739317,1.04515559317122,0.86311610421096,0.855753375770368,0.143878339138625,0.859274342156527,7497,7013,166,318,484,6.46,93.54,0,craniotomy,wt,female,young,3,Away,126.8,
114,5,20230125,20230125_A11_0007.tif,20230125/20230125_A11_0007.tif,18,30000,0.429,0.00112996666666667,33.899,7.722,14.4334018518519,0,68,68,1,0,0.373088108094602,1.74859512078314,1.37550701268854,1.09841115493196,1.10260461947809,0.197358200215493,1.0988060536374,7497,7198,84,215,299,3.99,96.01,0,craniotomy,wt,female,young,4,Away,129.6,
115,6,20230125,20230125_A11_0008.tif,20230125/20230125_A11_0008.tif,26,30000,0.247,0.00114596666666667,34.379,6.422,18.7049641025641,1,63,62,-1,0,0.250144807221552,2.34568916701093,2.09554435978938,1.33339043230775,1.44220215032235,0.525232623951834,1.33339043230775,7497,7425,30,42,72,0.96,99.04,0,craniotomy,wt,female,young,1,Away,339.8,
116,7,20230125,20230125_A11_0009.tif,20230125/20230125_A11_0009.tif,36,30000,0.13,0.00116596666666667,34.979,4.68,19.3679314814815,1,59,58,-1,0,1.59445948715448,1.82293479964518,0.228475312490704,1.74343234482259,1.70109212911277,0.0750090031494331,1.74343234482259,7497,7222,72,203,275,3.67,96.33,0,craniotomy,wt,female,young,2,Away,417.8,
117,8,20230125,20230125_A11_0010.tif,20230125/20230125_A11_0010.tif,18,30000,0.292,0.00112996666666667,33.899,5.256,17.8359037037037,0,63,63,1,0,1.27014884191816,2.45865165990117,1.18850281798301,1.89182757711669,1.89879532584235,0.177923379493983,1.89384050086443,7497,7146,305,46,351,4.68,95.32,0,craniotomy,wt,female,young,2,Away,422,
118,9,20230125,20230125_A11_0012.tif,20230125/20230125_A11_0012.tif,19,30000,0.291,0.00113396666666667,34.019,5.529,14.3315438596491,0,79,79,-1,0,0,2.01720823394518,2.01720823394518,0.499947477461066,0,0.750413826519406,1.5839344499471,7497,7319,165,13,178,2.37,97.63,4874,craniotomy,wt,female,young,1,Away,238.4,
119,10,20230125,20230125_A11_0013.tif,20230125/20230125_A11_0013.tif,20,30000,0.291,0.00113396666666667,34.019,5.82,36.4569516666667,1,102,101,-1,0,0,2.16818241502227,2.16818241502227,1.70830244734158,1.71709321145569,0.212646468330627,1.70830244734158,7497,7284,78,135,213,2.84,97.16,1,craniotomy,wt,female,young,2,Away,238.4,
120,11,20230125,20230125_A11_0014.tif,20230125/20230125_A11_0014.tif,20,30000,0.291,0.00113396666666667,34.019,5.82,27.2517966666667,0,86,86,-1,0,0,1.88561765247044,1.88561765247044,1.22836341810359,1.20730829406352,0.175208936277509,1.22427699989208,7497,6857,277,363,640,8.54,91.46,1,craniotomy,wt,female,young,3,Away,243,
121,12,20230125,20230125_A11_0015.tif,20230125/20230125_A11_0015.tif,22,30000,0.291,0.00113796666666667,34.139,6.402,24.0377424242424,0,81,81,-1,0,1.08600089155546,2.08266628536917,0.996665393813713,1.51901351583186,1.45025602054139,0.200290859946472,1.51919545254163,7497,7135,138,224,362,4.83,95.17,0,craniotomy,wt,female,young,4,Away,246.4,
